,ano_publicacao,ano_nacional,qt_jogadores_min,qt_jogadores_max,vl_tempo_jogo,idade_minima,qt_tem,qt_teve,qt_favorito,qt_quer,qt_jogou,n_mecanicas,n_categorias,nota_media,qt_avaliacoes
Combinação,0.05166101468924772,0.2747107394106455,0.03456193424069856,0.9904458318517251,0.14370464775614042,0.22974679761544423,0.2101893200615218,0.4020344230809348,0.8743722316359095,0.6210231448193495,0.35784027108056954,0.5732635722558947,0.1455548283197646,0.7480774398739544,0.622782766988406
Compartilhamento entre Vizinhos,0.15188724249490404,0.22990674748059897,0.35155446958372283,0.14870813458084972,0.16318832765550317,0.03204522932017961,0.46431936049677835,0.44430235547864133,0.5200618178270899,0.34204886235880205,0.4349657239865991,0.13757247756092197,0.007312373696213137,0.8979162600659668,0.48111752110307204
Compra Aberta,0.4064636342641398,0.8937167037764085,0.16247831757942308,0.05846614843852244,0.480823286945485,0.24996389304558064,0.005788968662564627,0.2824151184982419,0.07227384223387423,0.061116559912887725,0.004453693066371889,0.04386582049176653,0.9146096900646314,0.7623310183709796,0.01425708828327831
Compra Fechada,0.8131588704543087,0.6677553743862285,0.6481704547036741,0.8137156092004778,0.8380373196570222,0.46047669416405795,0.14554161459211262,0.13504576026631143,0.011586537366774419,0.088537589225609,0.09451598168394858,0.01645186638933061,0.08088853317305607,0.502855225993174,0.07894619935523167
Compra Futura,0.009511456510818443,0.8169292934800996,0.1389303753098383,0.9606907789877212,0.29391277517168546,0.0732442389328767,0.5729335338582795,0.4704174066749293,0.37356960041800585,0.09210515675001221,0.2564528331289076,0.0027066906052177356,0.6894434868810745,0.6809861247886179,0.46309793153444573
Comprometer Forças,0.5430813073753947,0.40215830660260693,0.2926996207846834,0.15861695140574833,0.9069957187643053,0.37912354372836066,0.17112704050724678,0.184061310840905,0.020470222625470304,0.015393901677768152,0.04628218124056112,0.03476574888700269,0.06754428099382477,0.416489101123047,0.08175981082667225
Comunicação Limitada,0.905932757771629,0.8709293817113043,0.8142721194713238,0.3279028235749408,0.7390490186994695,0.9285659977012355,0.3963146296204411,0.5913082831236042,0.4268678595324975,0.20988954206755234,0.8881103752293792,2.002495871104097e-05,0.09378561274961753,0.23056617158124568,0.8359059099959066
Conexões,0.1487986750961776,0.7186373988458615,0.7851189133318657,0.7844791524477286,0.5660153829452695,0.7068780330192597,0.2645636406901519,0.22616036270156517,0.3128742602953971,0.24236167232108716,0.45168243724450335,0.034607771817944784,0.6894434868810745,0.630736208133477,0.34716669925782756
Construção a partir de Modelo,0.9999999999999998,0.5684368942777788,0.27162052963667555,0.9259693436382692,0.0024940609352229236,4.3833437733327496e-05,0.0003611567866547659,0.21320312913982556,0.04241679680520137,0.15573321213917674,0.00020968214752073975,0.05985413280912622,0.023985510744705264,0.08310271451749271,0.0015062141945555922
"Construção de Baralho, Bolsas e Peças",0.32906982159418874,0.8618716189647051,0.14474654634289472,0.14741990260969895,0.12192192761501024,0.01837925273222426,0.6466362749279775,0.9036912463268759,0.9518378223691512,0.6399945191691159,0.5070359292458291,0.01143056070854237,0.23192336350835205,0.06682592109683229,0.5618957775031997
