nm_jogo,nota_rank,nota_media,qt_avaliacoes,link,slug
Bem-vindos à Everdell,6.94,7.77,57,https://ludopedia.com.br/jogo/welcome-to-everdell,welcome-to-everdell
Gutenberg,6.94,7.73,60,https://ludopedia.com.br/jogo/gutenberg,gutenberg
Oliva,6.94,8.03,43,https://ludopedia.com.br/jogo/oliva,oliva
Horizontes de Spirit Island,6.94,8.75,26,https://ludopedia.com.br/jogo/horizons-of-spirit-island,horizons-of-spirit-island
Concept Kids,6.94,7.49,86,https://ludopedia.com.br/jogo/concept-kids-animals,concept-kids-animals
Frankezen,6.94,9.71,17,https://ludopedia.com.br/jogo/frankezen,frankezen
Parfum,6.94,7.71,61,https://ludopedia.com.br/jogo/parfum,parfum
Libertalia,6.94,7.35,115,https://ludopedia.com.br/jogo/libertalia,libertalia
Ciclo da Vida,6.94,9.41,19,https://ludopedia.com.br/jogo/ciclo-da-vida,ciclo-da-vida
Ratzzia,6.94,7.56,76,https://ludopedia.com.br/jogo/ratzzia,ratzzia
Portal,6.94,8.5,30,https://ludopedia.com.br/jogo/portal,portal
Ride the Rails,6.94,7.79,55,https://ludopedia.com.br/jogo/ride-the-rails,ride-the-rails
Gwent: Monsters and Scoia’tael,6.94,7.59,72,https://ludopedia.com.br/jogo/gwent-monsters-and-scoia-tael,gwent-monsters-and-scoia-tael
Mafia de Cuba,6.94,7.06,366,https://ludopedia.com.br/jogo/mafia-de-cuba,mafia-de-cuba
Catan Junior,6.94,7.66,65,https://ludopedia.com.br/jogo/catan-junior,catan-junior
Tesouro Inca,6.94,7.0,679,https://ludopedia.com.br/jogo/incan-gold,incan-gold
Splito,6.93,7.5,83,https://ludopedia.com.br/jogo/splito,splito
Mino Dice,6.93,8.13,39,https://ludopedia.com.br/jogo/mino-dice,mino-dice
Legacy: The Testament of Duke de Crecy,6.93,8.1,40,https://ludopedia.com.br/jogo/legacy-the-testament-of-duke-de-crecy,legacy-the-testament-of-duke-de-crecy
The Lord of the Rings: Trading Card Game,6.93,8.19,37,https://ludopedia.com.br/jogo/the-lord-of-the-rings-trading-card-game,the-lord-of-the-rings-trading-card-game
Tide of Iron: Next Wave,6.93,8.8,25,https://ludopedia.com.br/jogo/tide-of-iron-next-wave,tide-of-iron-next-wave
Histórias Sinistras 3,6.93,7.15,212,https://ludopedia.com.br/jogo/black-stories-3,black-stories-3
New Frontiers,6.93,7.9,48,https://ludopedia.com.br/jogo/new-frontiers,new-frontiers
Angel Fury,6.93,7.66,64,https://ludopedia.com.br/jogo/angel-fury,angel-fury
Thunderstone Advance: Towers of Ruin,6.93,7.9,48,https://ludopedia.com.br/jogo/thunderstone-advance-towers-of-ruin,thunderstone-advance-towers-of-ruin
Sugar Gliders,6.93,7.08,304,https://ludopedia.com.br/jogo/sugar-gliders,sugar-gliders
Ticket To Ride: Paris,6.93,7.92,47,https://ludopedia.com.br/jogo/ticket-to-ride-paris,ticket-to-ride-paris
InBetween,6.93,7.22,162,https://ludopedia.com.br/jogo/inbetween,inbetween
Tides of Time,6.93,7.02,486,https://ludopedia.com.br/jogo/tides-of-time,tides-of-time
Copenhagen,6.93,7.45,90,https://ludopedia.com.br/jogo/copenhagen,copenhagen
Die die DIE,6.93,7.18,183,https://ludopedia.com.br/jogo/die-die-die,die-die-die
Get on Board: New York & London,6.93,7.46,87,https://ludopedia.com.br/jogo/get-on-board-new-york-london,get-on-board-new-york-london
Key to the City: London,6.93,7.92,47,https://ludopedia.com.br/jogo/key-to-the-city-london,key-to-the-city-london
Tiny Epic Crimes,6.93,7.62,67,https://ludopedia.com.br/jogo/tiny-epic-crimes,tiny-epic-crimes
Moirai,6.93,7.89,48,https://ludopedia.com.br/jogo/moirai,moirai
Porta das Lendas,6.93,9.37,19,https://ludopedia.com.br/jogo/porta-das-lendas,porta-das-lendas
Dobble: Animais,6.93,7.47,85,https://ludopedia.com.br/jogo/dobble-animais,dobble-animais
Timeline: Diversity,6.93,7.01,566,https://ludopedia.com.br/jogo/timeline-diversity,timeline-diversity
Super Motherload,6.93,7.7,60,https://ludopedia.com.br/jogo/super-motherload,super-motherload
Galaxy Trucker (Second Edition),6.93,7.95,45,https://ludopedia.com.br/jogo/galaxy-trucker-second-edition,galaxy-trucker-second-edition
Time of Legends: Joan of Arc,6.93,9.03,22,https://ludopedia.com.br/jogo/time-of-legends-joan-of-arc,time-of-legends-joan-of-arc
For Sale (Travel Edition),6.92,7.47,85,https://ludopedia.com.br/jogo/for-sale-travel-edition,for-sale-travel-edition
Recicle: Tempos de Crise,6.92,7.35,109,https://ludopedia.com.br/jogo/recicle-tempos-de-crise,recicle-tempos-de-crise
The Flow of History,6.92,7.54,75,https://ludopedia.com.br/jogo/the-flow-of-history,the-flow-of-history
Illuminati,6.92,7.44,90,https://ludopedia.com.br/jogo/illuminati-deluxe-edition,illuminati-deluxe-edition
Taluva Deluxe,6.92,8.24,35,https://ludopedia.com.br/jogo/taluva-deluxe,taluva-deluxe
Uno,6.92,6.94,2438,https://ludopedia.com.br/jogo/uno,uno
Rolling Ranch: Celeiros & Rebanhos,6.92,7.68,61,https://ludopedia.com.br/jogo/rolling-ranch-celeiros-rebanhos,rolling-ranch-celeiros-rebanhos
Whistle Mountain,6.92,8.02,42,https://ludopedia.com.br/jogo/whistle-mountain,whistle-mountain
Destemidos: Batalha da Grã-Bretanha,6.92,8.83,24,https://ludopedia.com.br/jogo/undaunted-battle-of-britain,undaunted-battle-of-britain
Nusfjord,6.92,8.04,41,https://ludopedia.com.br/jogo/nusfjord,nusfjord
Gamão,6.92,7.09,262,https://ludopedia.com.br/jogo/backgammon,backgammon
Knarr,6.92,7.61,66,https://ludopedia.com.br/jogo/knarr,knarr
The Magnificent,6.92,7.74,56,https://ludopedia.com.br/jogo/the-magnificent,the-magnificent
Summoner Wars: Alliances Master Set,6.92,8.83,24,https://ludopedia.com.br/jogo/summoner-wars-alliances-master-set,summoner-wars-alliances-master-set
Age of War,6.92,7.01,483,https://ludopedia.com.br/jogo/age-of-war,age-of-war
Welcome to the Moon,6.92,8.03,41,https://ludopedia.com.br/jogo/welcome-to-the-moon,welcome-to-the-moon
Genoa,6.92,7.76,54,https://ludopedia.com.br/jogo/genoa,genoa
Monstros & Tesouros - Campos de Batalha,6.92,9.46,18,https://ludopedia.com.br/jogo/monstros-tesouros-campos-de-batalha,monstros-tesouros-campos-de-batalha
Apex K-Truck Racer,6.92,8.39,31,https://ludopedia.com.br/jogo/apex-k-truck-racer,apex-k-truck-racer
Patchwork - Halloween Edition,6.92,8.39,31,https://ludopedia.com.br/jogo/patchwork-halloween-edition,patchwork-halloween-edition
Mandala,6.92,7.87,48,https://ludopedia.com.br/jogo/mandala,mandala
Cerebria: The Inside World,6.91,7.57,69,https://ludopedia.com.br/jogo/cerebria-the-inside-world,cerebria-the-inside-world
Munchkin Dungeon,6.91,7.59,67,https://ludopedia.com.br/jogo/munchkin-dungeon,munchkin-dungeon
Treta do anzol,6.91,7.84,49,https://ludopedia.com.br/jogo/treta-do-anzol,treta-do-anzol
Cidades Sombrias: Deadwood 1876,6.91,7.47,82,https://ludopedia.com.br/jogo/deadwood-1876,deadwood-1876
DOOM: The Board Game,6.91,8.18,36,https://ludopedia.com.br/jogo/doom-the-board-game,doom-the-board-game
Bloqueio (Quoridor),6.91,7.11,226,https://ludopedia.com.br/jogo/quoridor,quoridor
Karvi,6.91,7.84,49,https://ludopedia.com.br/jogo/karvi,karvi
Space Hulk (Fourth Edition),6.91,8.73,25,https://ludopedia.com.br/jogo/space-hulk-fourth-edition,space-hulk-fourth-edition
Palpite Certo,6.91,7.34,105,https://ludopedia.com.br/jogo/palpite-certo,palpite-certo
Urbs,6.91,7.48,80,https://ludopedia.com.br/jogo/urbs,urbs
Allumbra - O duelo,6.91,7.68,59,https://ludopedia.com.br/jogo/allumbra-o-duelo,allumbra-o-duelo
dnup,6.91,7.6,66,https://ludopedia.com.br/jogo/dnup,dnup
Escape Room: Board Game,6.91,7.23,140,https://ludopedia.com.br/jogo/-escape-room-the-game,-escape-room-the-game
The Prodigals Club,6.91,7.99,42,https://ludopedia.com.br/jogo/the-prodigals-club,the-prodigals-club
The Mind Extreme,6.91,7.63,63,https://ludopedia.com.br/jogo/the-mind-extreme,the-mind-extreme
Kingdomino Duel,6.9,7.26,126,https://ludopedia.com.br/jogo/kingdomino-duel,kingdomino-duel
Valletta,6.9,7.91,45,https://ludopedia.com.br/jogo/valletta,valletta
Gatos e Masmorras,6.9,8.87,23,https://ludopedia.com.br/jogo/gatos-e-masmorras,gatos-e-masmorras
Cafundó,6.9,7.07,269,https://ludopedia.com.br/jogo/cafundo,cafundo
Maglev Metro,6.9,8.16,36,https://ludopedia.com.br/jogo/maglev-metro,maglev-metro
World Without End,6.9,8.19,35,https://ludopedia.com.br/jogo/world-without-end,world-without-end
One Night Ultimate Werewolf Daybreak,6.9,8.06,39,https://ludopedia.com.br/jogo/one-night-ultimate-werewolf-daybreak,one-night-ultimate-werewolf-daybreak
Guillotine,6.9,7.3,114,https://ludopedia.com.br/jogo/guillotine,guillotine
UNO Stacko,6.9,7.12,209,https://ludopedia.com.br/jogo/uno-stacko,uno-stacko
Swords and Bagpipes,6.9,7.17,166,https://ludopedia.com.br/jogo/swords-and-bagpipes,swords-and-bagpipes
1960: The Making of the President,6.9,8.15,36,https://ludopedia.com.br/jogo/1960-the-making-of-the-president,1960-the-making-of-the-president
Cine Pipoca,6.9,7.41,88,https://ludopedia.com.br/jogo/cine-pipoca,cine-pipoca
Power Grid: The Card Game,6.9,7.54,70,https://ludopedia.com.br/jogo/power-grid-the-card-game,power-grid-the-card-game
Lord of the Rings,6.9,7.8,50,https://ludopedia.com.br/jogo/lord-of-the-rings,lord-of-the-rings
Quartermaster General,6.9,8.05,39,https://ludopedia.com.br/jogo/quartermaster-general,quartermaster-general
Gataria,6.9,7.33,105,https://ludopedia.com.br/jogo/gataria,gataria
Draft & Write Records,6.9,8.35,31,https://ludopedia.com.br/jogo/draft-write-records,draft-write-records
Similo: Contos,6.9,7.23,137,https://ludopedia.com.br/jogo/similo-fables,similo-fables
NMBR9,6.9,7.1,224,https://ludopedia.com.br/jogo/nmbr-9,nmbr-9
Big Boss,6.9,8.26,33,https://ludopedia.com.br/jogo/big-boss,big-boss
Pompiers!,6.9,7.94,43,https://ludopedia.com.br/jogo/pompiers,pompiers
Pandemic: The Cure,6.9,7.56,68,https://ludopedia.com.br/jogo/pandemic-the-cure,pandemic-the-cure
Angus: Batalhas Medievais,6.9,7.44,82,https://ludopedia.com.br/jogo/angus-batalhas-medievais,angus-batalhas-medievais
River of Gold,6.9,8.11,37,https://ludopedia.com.br/jogo/river-of-gold,river-of-gold
Histórias Sinistras 2,6.89,6.97,631,https://ludopedia.com.br/jogo/black-stories-2,black-stories-2
Long Shot: The Dice Game,6.89,7.83,48,https://ludopedia.com.br/jogo/long-shot-the-dice-game,long-shot-the-dice-game
Duo Regna,6.89,7.02,350,https://ludopedia.com.br/jogo/duo-regna,duo-regna
Sociedade dos Salafrários,6.89,7.14,179,https://ludopedia.com.br/jogo/scoundrel-society,scoundrel-society
Covenant,6.89,8.01,40,https://ludopedia.com.br/jogo/covenant,covenant
Disney Lorcana,6.89,8.03,39,https://ludopedia.com.br/jogo/disney-lorcana,disney-lorcana
Millennium Blades,6.89,8.48,28,https://ludopedia.com.br/jogo/millennium-blades,millennium-blades
O Senhor dos Anéis: As Duas Torres - O Jogo de Vaza,6.89,8.67,25,https://ludopedia.com.br/jogo/the-lord-of-the-rings-the-two-towers-trick-taking-game,the-lord-of-the-rings-the-two-towers-trick-taking-game
Battles of Westeros,6.89,8.0,40,https://ludopedia.com.br/jogo/battles-of-westeros,battles-of-westeros
The Quacks of Quedlinburg: MegaBox,6.89,9.11,20,https://ludopedia.com.br/jogo/the-quacks-of-quedlinburg-megabox,the-quacks-of-quedlinburg-megabox
Dungeon Hunters,6.89,9.5,17,https://ludopedia.com.br/jogo/dungeon-hunters,dungeon-hunters
Dead & Breakfast,6.89,7.79,49,https://ludopedia.com.br/jogo/dead-breakfast,dead-breakfast
Atiwa,6.89,8.28,32,https://ludopedia.com.br/jogo/atiwa,atiwa
Imagem & Ação: Edição Especial,6.89,7.4,87,https://ludopedia.com.br/jogo/imagem-acao-edicao-especial,imagem-acao-edicao-especial
QE,6.89,7.79,49,https://ludopedia.com.br/jogo/q-e-quantitative-easing,q-e-quantitative-easing
Jungle Speed Limited Bertone Edition,6.89,7.51,71,https://ludopedia.com.br/jogo/jungle-speed-limited-bertone-edition,jungle-speed-limited-bertone-edition
Harry Potter: Honeydukes,6.89,7.1,209,https://ludopedia.com.br/jogo/harry-potter-honeydukes,harry-potter-honeydukes
Aeon Trespass: Odyssey,6.89,9.1,20,https://ludopedia.com.br/jogo/aeon-trespass-odyssey,aeon-trespass-odyssey
Robinson Crusoe: Adventures on the Cursed Island – Collector's Edition (Gamefound Edition),6.89,9.22,19,https://ludopedia.com.br/jogo/robinson-crusoe-adventures-on-the-cursed-island-collector-s-edition-gamefound-edition,robinson-crusoe-adventures-on-the-cursed-island-collector-s-edition-gamefound-edition
Old London Bridge,6.88,7.91,43,https://ludopedia.com.br/jogo/old-london-bridge,old-london-bridge
Ilha dos Predadores,6.88,7.42,82,https://ludopedia.com.br/jogo/food-chain-island,food-chain-island
Antike II,6.88,7.94,42,https://ludopedia.com.br/jogo/antike-ii,antike-ii
Dobble Collector,6.88,7.73,52,https://ludopedia.com.br/jogo/dobble-collector,dobble-collector
Banco Imobiliário Luan Santana,6.88,7.94,42,https://ludopedia.com.br/jogo/banco-imobiliario-luan-santana,banco-imobiliario-luan-santana
Capulana,6.88,7.96,41,https://ludopedia.com.br/jogo/capulana,capulana
Witch's Brew,6.88,7.51,70,https://ludopedia.com.br/jogo/witch-s-brew,witch-s-brew
Piles! A Fast-Paced Free-For-All,6.88,8.26,32,https://ludopedia.com.br/jogo/piles-a-fast-paced-free-for-all,piles-a-fast-paced-free-for-all
O Vale dos Monstros,6.88,7.05,258,https://ludopedia.com.br/jogo/o-vale-dos-monstros,o-vale-dos-monstros
Veggies,6.88,7.38,89,https://ludopedia.com.br/jogo/veggies,veggies
Flesh and Blood,6.88,8.31,31,https://ludopedia.com.br/jogo/flesh-and-blood,flesh-and-blood
IceCool2,6.88,8.35,30,https://ludopedia.com.br/jogo/ice-cool-2,ice-cool-2
Medieval Academy,6.88,7.47,75,https://ludopedia.com.br/jogo/medieval-academy,medieval-academy
Imagem & Ação,6.88,6.96,566,https://ludopedia.com.br/jogo/imagem-acao,imagem-acao
Yozu,6.88,7.48,73,https://ludopedia.com.br/jogo/yozu,yozu
Sonhando com Alice (Edição de Colecionador),6.88,8.01,39,https://ludopedia.com.br/jogo/sonhando-com-alice-edicao-de-colecionador,sonhando-com-alice-edicao-de-colecionador
Speculation,6.88,8.57,26,https://ludopedia.com.br/jogo/speculation,speculation
Nezen,6.88,9.63,16,https://ludopedia.com.br/jogo/nezen,nezen
Interpol: Fuga em Nova York,6.88,7.13,174,https://ludopedia.com.br/jogo/n-y-chase,n-y-chase
Sideral - Fusão Galáctica,6.88,8.21,33,https://ludopedia.com.br/jogo/sideral-fusao-galactica,sideral-fusao-galactica
Sanduíche (2ª edição),6.88,8.45,28,https://ludopedia.com.br/jogo/sanduiche-2-edicao,sanduiche-2-edicao
Azzelij,6.88,7.81,47,https://ludopedia.com.br/jogo/azzelij,azzelij
Power Grid: Factory Manager,6.88,7.62,59,https://ludopedia.com.br/jogo/power-grid-factory-manager,power-grid-factory-manager
Axis & Allies: 1942 (2nd Edition),6.88,7.7,53,https://ludopedia.com.br/jogo/axis-allies-1942-2nd-edition,axis-allies-1942-2nd-edition
Hoplomachus: Victorum,6.88,8.78,23,https://ludopedia.com.br/jogo/hoplomachus-victorum,hoplomachus-victorum
Wasteland Express Delivery Service,6.88,8.13,35,https://ludopedia.com.br/jogo/wasteland-express-delivery-service,wasteland-express-delivery-service
Marvel: Crisis Protocol,6.88,8.96,21,https://ludopedia.com.br/jogo/marvel-crisis-protocol,marvel-crisis-protocol
Similo: História,6.88,7.39,85,https://ludopedia.com.br/jogo/similo-history,similo-history
Thunderstone Quest,6.88,8.56,26,https://ludopedia.com.br/jogo/thunderstone-quest,thunderstone-quest
Arquimedes,6.87,7.17,147,https://ludopedia.com.br/jogo/arquimedes,arquimedes
Ticket to Ride: Trem Fantasma,6.87,7.99,39,https://ludopedia.com.br/jogo/ticket-to-ride-ghost-train,ticket-to-ride-ghost-train
Pixies,6.87,7.59,61,https://ludopedia.com.br/jogo/pixies,pixies
Rummikub Edição de Luxo,6.87,7.77,49,https://ludopedia.com.br/jogo/rummikub-edicao-de-luxo,rummikub-edicao-de-luxo
Ascension: Storm of Souls,6.87,8.09,36,https://ludopedia.com.br/jogo/ascension-storm-of-souls,ascension-storm-of-souls
Here I Stand,6.87,8.77,23,https://ludopedia.com.br/jogo/here-i-stand,here-i-stand
Dungeon Fighter: Nas Catacumbas dos Fantasmas Funestos,6.87,8.55,26,https://ludopedia.com.br/jogo/dungeon-fighter-in-the-catacombs-of-gloomy-ghosts,dungeon-fighter-in-the-catacombs-of-gloomy-ghosts
Echoes of Time,6.87,8.19,33,https://ludopedia.com.br/jogo/echoes-of-time,echoes-of-time
Joraku,6.87,7.96,40,https://ludopedia.com.br/jogo/joraku,joraku
Last Message,6.87,7.32,97,https://ludopedia.com.br/jogo/last-message,last-message
The Networks,6.87,7.82,46,https://ludopedia.com.br/jogo/the-networks,the-networks
Kolejka,6.87,7.99,39,https://ludopedia.com.br/jogo/kolejka,kolejka
Escape: The Curse of the Temple – Big Box Segunda Edição,6.87,8.12,35,https://ludopedia.com.br/jogo/escape-the-curse-of-the-temple-big-box-second-edition,escape-the-curse-of-the-temple-big-box-second-edition
Automania,6.87,7.78,48,https://ludopedia.com.br/jogo/automania,automania
KeyForge: Mar de Trevas,6.87,7.86,44,https://ludopedia.com.br/jogo/keyforge-dark-tidings,keyforge-dark-tidings
Rush n' Crush,6.87,7.59,61,https://ludopedia.com.br/jogo/rush-n-crush,rush-n-crush
Black Fleet,6.87,7.84,45,https://ludopedia.com.br/jogo/black-fleet,black-fleet
Point Galaxy,6.87,8.43,28,https://ludopedia.com.br/jogo/point-galaxy,point-galaxy
Trekking the World,6.87,7.74,50,https://ludopedia.com.br/jogo/trekking-the-world,trekking-the-world
Carcassonne: The Castle,6.87,7.84,45,https://ludopedia.com.br/jogo/carcassonne-the-castle,carcassonne-the-castle
La Città,6.87,8.11,35,https://ludopedia.com.br/jogo/la-citta,la-citta
The Isle of Cats Duel,6.87,8.31,30,https://ludopedia.com.br/jogo/the-isle-of-cats-duel,the-isle-of-cats-duel
Micro Robôs,6.87,7.11,175,https://ludopedia.com.br/jogo/micro-robots,micro-robots
Irish Gauge,6.87,7.48,71,https://ludopedia.com.br/jogo/irish-gauge,irish-gauge
Halli Galli,6.87,7.04,248,https://ludopedia.com.br/jogo/halli-galli,halli-galli
Scooby Doo: Hotel Mal Assombrado,6.87,7.36,87,https://ludopedia.com.br/jogo/scooby-doo-hotel-mal-assombrado,scooby-doo-hotel-mal-assombrado
Balconia,6.87,7.52,66,https://ludopedia.com.br/jogo/balconia,balconia
Outlive,6.87,7.97,39,https://ludopedia.com.br/jogo/outlive,outlive
Dobble: Marvel Emoji,6.86,7.52,66,https://ludopedia.com.br/jogo/dobble-marvel-emoji,dobble-marvel-emoji
Maharani,6.86,7.62,57,https://ludopedia.com.br/jogo/maharani,maharani
Ave Caesar,6.86,6.96,437,https://ludopedia.com.br/jogo/ave-caesar,ave-caesar
Dive,6.86,7.51,66,https://ludopedia.com.br/jogo/dive,dive
Food Chain Magnate: Special Edition,6.86,9.13,19,https://ludopedia.com.br/jogo/food-chain-magnate-special-edition,food-chain-magnate-special-edition
OVNI (Segunda Edição),6.86,7.43,75,https://ludopedia.com.br/jogo/ovni-segunda-edicao,ovni-segunda-edicao
God of War: The Card Game,6.86,7.06,213,https://ludopedia.com.br/jogo/god-of-war-the-card-game,god-of-war-the-card-game
O Enigma do Labirinto,6.86,7.32,93,https://ludopedia.com.br/jogo/labyrinth,labyrinth
Mahjong,6.86,7.33,92,https://ludopedia.com.br/jogo/mahjong,mahjong
Thunderstone,6.86,7.58,60,https://ludopedia.com.br/jogo/thunderstone,thunderstone
Carta Nostra,6.86,7.33,91,https://ludopedia.com.br/jogo/carta-nostra,carta-nostra
Arkadia,6.86,7.79,46,https://ludopedia.com.br/jogo/arkadia,arkadia
Looter's Escape,6.86,9.38,17,https://ludopedia.com.br/jogo/looter-s-escape,looter-s-escape
Fantasy Realms: Deluxe Edition,6.86,8.9,21,https://ludopedia.com.br/jogo/fantasy-realms-deluxe-edition,fantasy-realms-deluxe-edition
Pot de Vin,6.86,7.05,221,https://ludopedia.com.br/jogo/pot-de-vin,pot-de-vin
Unmatched: Brains and Brawn,6.86,9.0,20,https://ludopedia.com.br/jogo/unmatched-brains-and-brawn,unmatched-brains-and-brawn
Rattus,6.86,7.49,68,https://ludopedia.com.br/jogo/rattus,rattus
Robotrick,6.86,8.15,33,https://ludopedia.com.br/jogo/robotrick,robotrick
A Lebre e a Tartaruga,6.86,7.18,131,https://ludopedia.com.br/jogo/hare-tortoise,hare-tortoise
Dungeon Academy,6.86,7.57,60,https://ludopedia.com.br/jogo/dungeon-academy,dungeon-academy
Ponzi Scheme,6.85,7.8,45,https://ludopedia.com.br/jogo/ponzi-scheme,ponzi-scheme
Space Hulk (third edition),6.85,8.56,25,https://ludopedia.com.br/jogo/space-hulk-third-edition,space-hulk-third-edition
Dragões & Galinhas,6.85,7.38,82,https://ludopedia.com.br/jogo/dragons-chickens,dragons-chickens
Zenith,6.85,8.28,30,https://ludopedia.com.br/jogo/zenith,zenith
Nine Tiles Panic,6.85,7.41,76,https://ludopedia.com.br/jogo/nine-tiles-panic,nine-tiles-panic
XenoShyft: Onslaught,6.85,7.71,50,https://ludopedia.com.br/jogo/xenoshyft-onslaught,xenoshyft-onslaught
Texas Showdown,6.85,7.89,41,https://ludopedia.com.br/jogo/texas-showdown,texas-showdown
Stone Age Junior,6.85,7.65,53,https://ludopedia.com.br/jogo/my-first-stone-age-stone-age-junior,my-first-stone-age-stone-age-junior
Looot,6.85,8.27,30,https://ludopedia.com.br/jogo/looot,looot
Sniper Elite: The Board Game,6.85,8.18,32,https://ludopedia.com.br/jogo/sniper-elite-the-board-game,sniper-elite-the-board-game
Zona Mágica,6.85,7.1,168,https://ludopedia.com.br/jogo/zona-magica,zona-magica
Boss Monster 2: The Dungeon Building Card Game - The Next Level,6.85,7.76,47,https://ludopedia.com.br/jogo/boss-monster-2-the-dungeon-building-card-game-the-next-level,boss-monster-2-the-dungeon-building-card-game-the-next-level
Kodama: The Tree Spirits,6.85,7.4,77,https://ludopedia.com.br/jogo/kodama-the-tree-spirits,kodama-the-tree-spirits
Nauticus,6.85,7.84,43,https://ludopedia.com.br/jogo/nauticus,nauticus
Trismegistus,6.85,8.42,27,https://ludopedia.com.br/jogo/trismegistus-new-edition,trismegistus-new-edition
Looping Louie,6.85,7.41,76,https://ludopedia.com.br/jogo/loopin-louie,loopin-louie
Yspahan,6.85,7.47,68,https://ludopedia.com.br/jogo/yspahan,yspahan
Rory's Story Cubes: Classic,6.85,7.05,213,https://ludopedia.com.br/jogo/rory-s-story-cubes,rory-s-story-cubes
Wildcatters,6.85,8.18,32,https://ludopedia.com.br/jogo/wildcatters,wildcatters
LUZ (I),6.85,8.13,33,https://ludopedia.com.br/jogo/luz-i,luz-i
Papua,6.85,7.25,104,https://ludopedia.com.br/jogo/papua,papua
Marvel Spider-Web,6.85,7.27,101,https://ludopedia.com.br/jogo/marvel-spider-web,marvel-spider-web
Snowdonia,6.85,7.85,42,https://ludopedia.com.br/jogo/snowdonia,snowdonia
Ímpar,6.85,7.64,53,https://ludopedia.com.br/jogo/even-odds,even-odds
Marvel Dice Masters: Uncanny X-Men,6.85,7.67,51,https://ludopedia.com.br/jogo/marvel-dice-masters-uncanny-x-men,marvel-dice-masters-uncanny-x-men
TransAmerica,6.84,7.48,66,https://ludopedia.com.br/jogo/transamerica,transamerica
Dice Throne,6.84,7.8,44,https://ludopedia.com.br/jogo/dice-throne,dice-throne
Supernova: Um Novo Êxodo,6.84,7.1,162,https://ludopedia.com.br/jogo/supernova-um-novo-exodo,supernova-um-novo-exodo
Dungeon Fighter: Nas Câmaras de Magma Malevolente,6.84,8.76,22,https://ludopedia.com.br/jogo/dungeon-fighter-in-the-chambers-of-malevolent-magma,dungeon-fighter-in-the-chambers-of-malevolent-magma
Raptor,6.84,7.61,55,https://ludopedia.com.br/jogo/raptor,raptor
Codex Naturalis,6.84,7.52,62,https://ludopedia.com.br/jogo/codex-naturalis,codex-naturalis
Liberté,6.84,7.89,40,https://ludopedia.com.br/jogo/liberte,liberte
Saco de Ossos Verde e Roxo,6.84,7.6,55,https://ludopedia.com.br/jogo/saco-de-ossos-verde-e-roxo,saco-de-ossos-verde-e-roxo
Too Many Bones: Undertow,6.84,9.31,17,https://ludopedia.com.br/jogo/too-many-bones-undertow,too-many-bones-undertow
General Orders: World War II,6.84,7.55,59,https://ludopedia.com.br/jogo/general-orders-world-war-ii,general-orders-world-war-ii
Cubo Rubik's 3x3x3,6.84,7.59,56,https://ludopedia.com.br/jogo/rubik-s-cube-game,rubik-s-cube-game
Bot Factory,6.84,8.03,35,https://ludopedia.com.br/jogo/bot-factory,bot-factory
HeroClix,6.84,7.44,69,https://ludopedia.com.br/jogo/heroclix,heroclix
Doom: The Boardgame,6.84,7.73,47,https://ludopedia.com.br/jogo/doom-the-boardgame,doom-the-boardgame
Vanuatu,6.84,7.96,37,https://ludopedia.com.br/jogo/vanuatu,vanuatu
Hnefatafl (Xadrez Viking),6.84,7.4,74,https://ludopedia.com.br/jogo/hnefatafl-xadrez-viking,hnefatafl-xadrez-viking
DroPolter,6.84,7.53,60,https://ludopedia.com.br/jogo/dropolter,dropolter
TZAAR,6.84,8.03,35,https://ludopedia.com.br/jogo/tzaar,tzaar
Santiago,6.84,7.85,41,https://ludopedia.com.br/jogo/santiago,santiago
Roda de Samba,6.83,8.92,20,https://ludopedia.com.br/jogo/roda-de-samba,roda-de-samba
"Air, Land, & Sea",6.83,7.49,64,https://ludopedia.com.br/jogo/air-land-sea,air-land-sea
Glifos,6.83,7.04,197,https://ludopedia.com.br/jogo/glifos,glifos
Disney Villainous: Despicable Plots,6.83,8.27,29,https://ludopedia.com.br/jogo/disney-villainous-despicable-plots,disney-villainous-despicable-plots
Férias em Dupla,6.83,7.63,52,https://ludopedia.com.br/jogo/ferias-em-dupla,ferias-em-dupla
Fábula & Fama,6.83,7.99,36,https://ludopedia.com.br/jogo/fame-fable,fame-fable
Blitzkrieg!: World War Two in 20 Minutes,6.83,7.98,36,https://ludopedia.com.br/jogo/blitzkrieg-world-war-two-in-20-minutes,blitzkrieg-world-war-two-in-20-minutes
Gorinto,6.83,7.84,41,https://ludopedia.com.br/jogo/gorinto,gorinto
Munchkin: Zombies,6.83,6.96,326,https://ludopedia.com.br/jogo/munchkin-zombies,munchkin-zombies
Na Night...,6.83,9.79,14,https://ludopedia.com.br/jogo/na-night,na-night
MESOS,6.83,7.48,63,https://ludopedia.com.br/jogo/mesos,mesos
Peloponnes,6.83,7.73,46,https://ludopedia.com.br/jogo/peloponnes,peloponnes
Roll Through the Ages: The Bronze Age,6.83,7.37,76,https://ludopedia.com.br/jogo/roll-through-the-ages-the-bronze-age,roll-through-the-ages-the-bronze-age
Dragomino,6.83,7.46,65,https://ludopedia.com.br/jogo/dragomino,dragomino
El Gaucho,6.83,7.53,59,https://ludopedia.com.br/jogo/el-gaucho,el-gaucho
